Entity-Destination(e1,e2)	سال 1982 ، <e1> انسان‌ها </e1> در برنامه ناسا به <e2> مدار </e2> زمین سفر کردند
Cause-Effect(e1,e2)	و این <e1> گازها </e1> باعث <e2> تبخیر </e2> آب و شود .
Message-Topic(e1,e2)	<e1> شعر </e1> <e2> نیاز </e2> اجتناب ناپذیر را مورد می‌دهد .
Content-Container(e1,e2)	<e1> جسد </e1> در <e2> صندوق </e2> یک .
Component-Whole(e1,e2)	ساخت و ساز ویژه و <e1> لاستیک تر و تمیز </e1> به <e2> گوشی </e2> کمک می کند تا مقابل سایش و پاره شدن روزمره و حتی افتادن گاه گاه مقاوت کند .
Entity-Destination(e1,e2)	در نهایت ، نوار <e1> لغزنده </e1> در داخل <e2> دستگاه </e2> گذاشته شد مورد قرار گرفت کلید پرداخت به کار بیندازد .
Member-Collection(e2,e1)	یک <e1> گله </e1> از <e2> گوسفندان </e2> یک علامت قرمز شد ، و دیگری با یک پچ
Entity-Origin(e1,e2)	<e1> روغن </e1> از <e2> دانه </e2> گیاه آبیسینکا کرامب کشت شده در ایتالیا 1992 استخراج شده است استفاده از فرایند سرد جدید فشرده مکانیکی .
Cause-Effect(e2,e1)	شکل 9 ، متوسط <e1> ​​تاخیرهای </e1> ایجاد شده توسط این <e2> سیاست </e2> در مقایسه با مقادیر قبلی را نشان می دهد .
Cause-Effect(e2,e1)	در اینجا چند راه برای جلوگیری از خوردن بی‌وفقه و افزایش سرعت <e1> کاهش </e1> وزن از طریق <e2> دویدن </e2> در اختیارتان میگذاریم .
Instrument-Agency(e2,e1)	آمریکا به رسانه‌ها اجازه می دهد تا همانطور که یک <e1> خیمه شب باز </e1> <e2> عروسک </e2> را بازی می دهد ، جامعه را به راحتی بازی دهند .
Component-Whole(e2,e1)	در <e1> قایق </e1> هایی که تنها یک <e2> بادبان سه گوشه </e2> دارند ، مرسوم است که گره بادبان جلوتر از دکل باشد ، به این معنی که بادبان سه گوشه و بادبان اصلی روی هم قرار میگیرند .
